 # I XP T DE ATW ATP BT
     1    0.00000  373.14999    1.88679    0.00000    1.00000  373.14999
     2    0.00079  372.72717    0.94340    1.88679    2.83057    0.11377
     3    0.00238  371.91174    0.94340    0.94340    1.88717    0.11377
     4    0.00398  371.12622    0.94340    0.94340    1.88717    0.11377
     5    0.00556  370.37021    0.94340    0.94340    1.88717    0.11377
     6    0.00716  369.64343    0.94340    0.94340    1.88717    0.11377
     7    0.00874  368.94556    0.94340    0.94340    1.88717    0.11377
     8    0.01034  368.27631    0.94340    0.94340    1.88717    0.11377
     9    0.01192  367.63538    0.94340    0.94340    1.88717    0.11377
    10    0.01352  367.02255    0.94340    0.94340    1.88717    0.11377
    11    0.01511  366.43765    0.94340    0.94340    1.88717    0.11377
    12    0.01670  365.88034    0.94340    0.94340    1.88718    0.11377
    13    0.01828  365.35043    0.94339    0.94340    1.88717    0.11377
    14    0.01988  364.84772    0.94340    0.94339    1.88717    0.11377
    15    0.02146  364.37201    0.94340    0.94340    1.88718    0.11377
    16    0.02305  363.92310    0.94339    0.94340    1.88717    0.11377
    17    0.02465  363.50082    0.94340    0.94339    1.88717    0.11377
    18    0.02623  363.10501    0.94339    0.94340    1.88717    0.11377
    19    0.02783  362.73544    0.94340    0.94339    1.88717    0.11377
    20    0.02942  362.39203    0.94340    0.94340    1.88717    0.11377
    21    0.03101  362.07462    0.94340    0.94340    1.88717    0.11377
    22    0.03260  361.78305    0.94340    0.94340    1.88717    0.11377
    23    0.03418  361.51724    0.94340    0.94340    1.88718    0.11377
    24    0.03577  361.27707    0.94339    0.94340    1.88717    0.11377
    25    0.03737  361.06244    0.94340    0.94339    1.88717    0.11377
    26    0.03895  360.87326    0.94339    0.94340    1.88717    0.11377
    27    0.04055  360.70950    0.94340    0.94339    1.88717    0.11377
    28    0.04214  360.57108    0.94340    0.94340    1.88718    0.11377
    29    0.04372  360.45786    0.94340    0.94340    1.88718    0.11377
    30    0.04531  360.36987    0.94339    0.94340    1.88717    0.11377
    31    0.04690  360.30704    0.94339    0.94339    1.88717    0.11377
    32    0.04850  360.26938    0.94340    0.94339    1.88717    0.11377
    33    0.05009  360.25684    0.94340    0.94340    1.88718    0.11377
    34    0.05167  360.26941    0.94340    0.94340    1.88718    0.11377
    35    0.05326  360.30713    0.94339    0.94340    1.88717    0.11377
    36    0.05486  360.37003    0.94339    0.94339    1.88717    0.11377
    37    0.05645  360.45807    0.94340    0.94339    1.88717    0.11377
    38    0.05804  360.57132    0.94340    0.94340    1.88718    0.11377
    39    0.05962  360.70981    0.94340    0.94340    1.88718    0.11377
    40    0.06121  360.87366    0.94339    0.94340    1.88717    0.11377
    41    0.06281  361.06287    0.94340    0.94339    1.88717    0.11377
    42    0.06440  361.27750    0.94340    0.94340    1.88718    0.11377
    43    0.06599  361.51770    0.94340    0.94340    1.88718    0.11377
    44    0.06758  361.78351    0.94340    0.94340    1.88718    0.11377
    45    0.06916  362.07507    0.94340    0.94340    1.88718    0.11377
    46    0.07075  362.39249    0.94339    0.94340    1.88717    0.11377
    47    0.07235  362.73593    0.94340    0.94339    1.88717    0.11377
    48    0.07394  363.10547    0.94340    0.94340    1.88718    0.11377
    49    0.07553  363.50131    0.94340    0.94340    1.88718    0.11377
    50    0.07711  363.92358    0.94340    0.94340    1.88718    0.11377
    51    0.07870  364.37250    0.94340    0.94340    1.88718    0.11377
    52    0.08029  364.84818    0.94339    0.94340    1.88717    0.11377
    53    0.08189  365.35086    0.94340    0.94339    1.88717    0.11377
    54    0.08348  365.88071    0.94340    0.94340    1.88718    0.11377
    55    0.08506  366.43796    0.94340    0.94340    1.88718    0.11377
    56    0.08665  367.02283    0.94340    0.94340    1.88718    0.11377
    57    0.08824  367.63556    0.94339    0.94340    1.88717    0.11377
    58    0.08984  368.27640    0.94340    0.94339    1.88717    0.11377
    59    0.09143  368.94562    0.94340    0.94340    1.88718    0.11377
    60    0.09302  369.64349    0.94340    0.94340    1.88718    0.11377
    61    0.09460  370.37027    0.94340    0.94340    1.88718    0.11377
    62    0.09619  371.12625    0.94340    0.94340    1.88718    0.11377
    63    0.09778  371.91177    0.94339    0.94340    1.88717    0.11377
    64    0.09938  372.72714    1.88679    0.94339    2.83057    0.11377
    65    0.10017  373.14999 **********    0.00000    1.00000  373.14999
