 # I XP T DE ATW ATP BT
     1    0.00000  373.14999    0.92879    0.00000    1.00000  373.14999
     2    0.00161  372.29163    0.46440    0.92879    1.39396    0.23113
     3    0.00484  370.69873    0.46440    0.46440    0.92957    0.23113
     4    0.00807  369.22693    0.46440    0.46440    0.92957    0.23113
     5    0.01130  367.87381    0.46440    0.46440    0.92957    0.23113
     6    0.01453  366.63708    0.46440    0.46440    0.92957    0.23113
     7    0.01777  365.51468    0.46440    0.46440    0.92957    0.23113
     8    0.02099  364.50473    0.46440    0.46440    0.92957    0.23113
     9    0.02423  363.60556    0.46440    0.46440    0.92957    0.23113
    10    0.02745  362.81564    0.46440    0.46440    0.92957    0.23113
    11    0.03069  362.13373    0.46440    0.46440    0.92957    0.23113
    12    0.03391  361.55862    0.46440    0.46440    0.92957    0.23113
    13    0.03714  361.08942    0.46440    0.46440    0.92957    0.23113
    14    0.04037  360.72531    0.46440    0.46440    0.92957    0.23113
    15    0.04360  360.46570    0.46440    0.46440    0.92957    0.23113
    16    0.04683  360.31009    0.46440    0.46440    0.92957    0.23113
    17    0.05006  360.25827    0.46440    0.46440    0.92957    0.23113
    18    0.05329  360.31012    0.46440    0.46440    0.92957    0.23113
    19    0.05652  360.46579    0.46440    0.46440    0.92957    0.23113
    20    0.05975  360.72546    0.46440    0.46440    0.92957    0.23113
    21    0.06299  361.08963    0.46440    0.46440    0.92957    0.23113
    22    0.06621  361.55884    0.46440    0.46440    0.92957    0.23113
    23    0.06944  362.13394    0.46440    0.46440    0.92957    0.23113
    24    0.07268  362.81586    0.46440    0.46440    0.92957    0.23113
    25    0.07590  363.60568    0.46440    0.46440    0.92957    0.23113
    26    0.07914  364.50479    0.46440    0.46440    0.92957    0.23113
    27    0.08236  365.51471    0.46440    0.46440    0.92957    0.23113
    28    0.08559  366.63712    0.46440    0.46440    0.92957    0.23113
    29    0.08883  367.87384    0.46440    0.46440    0.92957    0.23113
    30    0.09205  369.22696    0.46440    0.46440    0.92957    0.23113
    31    0.09528  370.69873    0.46440    0.46440    0.92957    0.23113
    32    0.09852  372.29166    0.92880    0.46440    1.39397    0.23113
    33    0.10013  373.14999 **********    0.00000    1.00000  373.14999
