 # I XP T DE ATW ATP BT
     1    0.00000  373.14999    7.54717    0.00000    1.00000  373.14999
     2    0.00079  372.92545    3.77358    7.54717   11.32152    0.22755
     3    0.00238  372.49152    3.77358    3.77358    7.54793    0.22755
     4    0.00398  372.07263    3.77359    3.77358    7.54793    0.22755
     5    0.00556  371.66876    3.77358    3.77359    7.54793    0.22755
     6    0.00716  371.27979    3.77359    3.77358    7.54793    0.22755
     7    0.00874  370.90561    3.77358    3.77359    7.54793    0.22755
     8    0.01034  370.54614    3.77359    3.77358    7.54793    0.22755
     9    0.01192  370.20132    3.77358    3.77359    7.54793    0.22755
    10    0.01352  369.87103    3.77358    3.77358    7.54793    0.22755
    11    0.01511  369.55533    3.77359    3.77358    7.54793    0.22755
    12    0.01670  369.25403    3.77359    3.77359    7.54794    0.22755
    13    0.01828  368.96716    3.77358    3.77359    7.54793    0.22755
    14    0.01988  368.69467    3.77359    3.77358    7.54793    0.22755
    15    0.02146  368.43643    3.77359    3.77359    7.54794    0.22755
    16    0.02305  368.19247    3.77358    3.77359    7.54793    0.22755
    17    0.02465  367.96271    3.77359    3.77358    7.54793    0.22755
    18    0.02623  367.74713    3.77358    3.77359    7.54793    0.22755
    19    0.02783  367.54572    3.77359    3.77358    7.54793    0.22755
    20    0.02942  367.35837    3.77358    3.77359    7.54794    0.22755
    21    0.03101  367.18503    3.77358    3.77358    7.54793    0.22755
    22    0.03260  367.02570    3.77359    3.77358    7.54794    0.22755
    23    0.03418  366.88031    3.77359    3.77359    7.54794    0.22755
    24    0.03577  366.74884    3.77358    3.77359    7.54793    0.22755
    25    0.03737  366.63135    3.77359    3.77358    7.54793    0.22755
    26    0.03895  366.52771    3.77358    3.77359    7.54793    0.22755
    27    0.04055  366.43796    3.77359    3.77358    7.54793    0.22755
    28    0.04214  366.36206    3.77359    3.77359    7.54794    0.22755
    29    0.04372  366.30002    3.77359    3.77359    7.54794    0.22755
    30    0.04531  366.25177    3.77358    3.77359    7.54793    0.22755
    31    0.04690  366.21735    3.77358    3.77358    7.54792    0.22755
    32    0.04850  366.19669    3.77359    3.77358    7.54793    0.22755
    33    0.05009  366.18982    3.77359    3.77359    7.54794    0.22755
    34    0.05167  366.19675    3.77359    3.77359    7.54794    0.22755
    35    0.05326  366.21750    3.77358    3.77359    7.54793    0.22755
    36    0.05486  366.25208    3.77358    3.77358    7.54792    0.22755
    37    0.05645  366.30042    3.77359    3.77358    7.54793    0.22755
    38    0.05804  366.36258    3.77359    3.77359    7.54794    0.22755
    39    0.05962  366.43857    3.77359    3.77359    7.54794    0.22755
    40    0.06121  366.52838    3.77357    3.77359    7.54792    0.22755
    41    0.06281  366.63208    3.77359    3.77357    7.54792    0.22755
    42    0.06440  366.74966    3.77359    3.77359    7.54794    0.22755
    43    0.06599  366.88116    3.77359    3.77359    7.54794    0.22755
    44    0.06758  367.02655    3.77359    3.77359    7.54794    0.22755
    45    0.06916  367.18591    3.77359    3.77359    7.54794    0.22755
    46    0.07075  367.35925    3.77357    3.77359    7.54792    0.22755
    47    0.07235  367.54663    3.77359    3.77357    7.54792    0.22755
    48    0.07394  367.74805    3.77359    3.77359    7.54794    0.22755
    49    0.07553  367.96359    3.77359    3.77359    7.54794    0.22755
    50    0.07711  368.19327    3.77359    3.77359    7.54794    0.22755
    51    0.07870  368.43710    3.77359    3.77359    7.54794    0.22755
    52    0.08029  368.69522    3.77357    3.77359    7.54792    0.22755
    53    0.08189  368.96765    3.77359    3.77357    7.54792    0.22755
    54    0.08348  369.25436    3.77359    3.77359    7.54794    0.22755
    55    0.08506  369.55554    3.77359    3.77359    7.54794    0.22755
    56    0.08665  369.87115    3.77359    3.77359    7.54794    0.22755
    57    0.08824  370.20132    3.77357    3.77359    7.54792    0.22755
    58    0.08984  370.54611    3.77359    3.77357    7.54792    0.22755
    59    0.09143  370.90555    3.77359    3.77359    7.54794    0.22755
    60    0.09302  371.27975    3.77359    3.77359    7.54794    0.22755
    61    0.09460  371.66879    3.77359    3.77359    7.54794    0.22755
    62    0.09619  372.07269    3.77359    3.77359    7.54794    0.22755
    63    0.09778  372.49158    3.77357    3.77359    7.54792    0.22755
    64    0.09938  372.92548    7.54718    3.77357   11.32151    0.22755
    65    0.10017  373.14999 **********    0.00000    1.00000  373.14999
