 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    8    0.7516620E-01    0.3570108E+00    0.8446841E+00
    9    0.3645413E-01    0.5657529E+00   -0.5050020E+00
   10    0.6104629E-01    0.7014644E+01   -0.2876037E+00
   11    0.3341962E-01   -0.2568524E+00    0.2622331E+02
   12    0.3326066E-01    0.1220301E-01    0.1304500E-02
   13    0.4630330E-01    0.5927913E+02   -0.9895663E+00
   14    0.4940697E-01    0.4262466E+00    0.1047997E+03
   15    0.4638684E-01    0.4703000E+00    0.3211082E+01
   16    0.4717659E-01   -0.2443166E+00    0.4564147E+00
   17    0.6164829E-01   -0.2793952E+00    0.7004443E+00
   18    0.1964453E+02   -0.9951011E+03   -0.7100426E+00
   19    0.1006296E+00    0.1649059E-02    0.6009989E+06
   20    0.4507750E+00    0.2070532E+02   -0.1029896E-04
   21    0.2367562E+00    0.2382842E+00   -0.1830471E+02
   22    0.1611412E+00    0.1089195E+01   -0.2536086E+00
   23    0.2692045E+01    0.1755642E+02   -0.6607308E+00
   24    0.5992101E-01    0.5205184E-01   -0.3069681E+03
   25    0.7866284E+00    0.1084502E+02    0.1069317E-02
   26    0.1354542E+00   -0.1304325E+00    0.9004613E+02
   27    0.1481705E+00    0.1069054E+01   -0.2876728E-01
   28    0.1377555E+00    0.2819024E-01   -0.3478365E+00
   29    0.1668087E+00   -0.2758765E+01   -0.6553945E+00
   30    0.2439139E+00    0.2117661E+01   -0.5455323E+01
   31    0.1615646E+00   -0.1254580E+00    0.6615623E+01
   32    0.2260473E+00   -0.4539087E+00    0.2196692E+00
   33    0.3583665E+00    0.5391853E+01   -0.1084357E+01
   34    0.9545173E+00    0.4903874E+01    0.4267897E+01
   35    0.8052643E+00    0.7017104E+00   -0.5395225E+01
   36    0.2618757E+01   -0.1124968E+01   -0.1582238E+00
   37    0.3299186E+00   -0.2794883E+00   -0.8550273E+01
   38    0.8533275E+00    0.5265300E+01   -0.2334254E-01
   39    0.5074427E+01   -0.6205920E+01    0.8446993E+01
   40    0.1546662E+01    0.1834630E+00    0.2762008E+02
   41    0.2268713E+02    0.4691148E+01   -0.1101216E+00
   42    0.1609177E+01    0.9341553E-02   -0.4320028E+03
   43    0.5353039E+00   -0.2255612E+01   -0.1528548E-02
   44    0.7826583E+00   -0.4185171E+00   -0.1485566E+00
   45    0.6263449E+00   -0.2448773E+00   -0.2474203E+01
   46    0.6716048E+00   -0.7861289E+00    0.1259938E+01
   47    0.4086021E+00    0.4900068E+00   -0.5930777E+00
   48    0.6988677E+00   -0.5324508E+01   -0.4156679E+00
   49    0.7660768E+00   -0.9837350E-01   -0.9007215E+00
   50    0.6477175E+00    0.1905799E+02   -0.1185634E+01
   51    0.7345814E+00   -0.9611453E-01   -0.5475929E+00
   52    0.9390007E+00   -0.2197059E+01   -0.1030236E+01
   53    0.8401887E+00    0.2219908E+00   -0.9669755E+01
   54    0.3291751E+00    0.3577436E+00    0.8982390E+00
   55    0.2580027E+00    0.2792783E+01   -0.2178863E+00
   56    0.4271606E+00    0.3398055E+01    0.1497496E+01
   57    0.8581245E+00   -0.7924252E+00    0.4054256E+00
   58    0.2719131E+00   -0.4709046E+00   -0.4423140E+01
   59    0.3186308E+00   -0.1186574E+00   -0.6380867E-01
   60    0.2951023E+00    0.5811676E-01    0.8717073E-01
   61    0.1771432E+00    0.3007304E+01   -0.7398887E+00
   62    0.3546472E+00    0.1848469E+02   -0.3518537E+01
   63    0.1057311E+00    0.2690045E+00   -0.2163378E+02
   64    0.9399030E-01    0.4390782E-01    0.1089387E+00
   65    0.4960347E+00    0.1745038E+02   -0.5184449E+00
   66    0.5119856E+00   -0.3187691E-01   -0.1107905E+01
   67    0.1944664E+00   -0.1547464E+02   -0.1030461E+01
   68    0.1676748E+00    0.3347358E+00    0.8000786E+01
   69    0.4910658E-01    0.1128787E+01   -0.2395149E+00
   70    0.7271686E-01    0.2068422E+01    0.3883938E+00
   71    0.5405693E-01    0.5773012E+00   -0.2796688E+01
   72    0.4228334E+00    0.6184689E+01   -0.2903335E+00
   73    0.2330141E-01    0.7586635E-01   -0.6800790E+02
   74    0.2671987E-01   -0.1210437E+00    0.1642886E-01
   75    0.2509141E-01    0.8269873E-01   -0.7918785E-01
   76    0.2507429E-01    0.1188742E-02   -0.8150357E-03
   77    0.2821607E-01    0.4367669E+02   -0.1004049E+01
   78    0.1701763E-01    0.2688152E+02    0.2487738E+03
   79    0.1692690E-01    0.1113607E+01    0.4159630E+01
   80    0.1673223E-01    0.5102119E-01    0.7103625E-01
   81    0.8649888E-02    0.8511021E+01   -0.9192198E+00
   82    0.1193334E-02    0.1039671E+01    0.2844019E+01
   83    0.1286159E-02   -0.8262394E-01   -0.4054219E-02
   84    0.7268227E-03   -0.4929359E+01   -0.1217742E+01
   85    0.6578192E-03    0.6970349E-01   -0.1940982E+01
   86    0.7287114E-03   -0.3453116E+00   -0.2406025E+00
   87    0.7697961E-03   -0.7465475E-01    0.5435966E+00
   88    0.3449087E-03   -0.1527560E+02   -0.9145414E+00
   89    0.3061070E-03    0.1627439E+00    0.4801051E+00
   90    0.9732761E-04    0.4740678E+01   -0.7087209E+00
   91    0.3762960E-04    0.6223596E+00    0.9414592E+00
   92    0.2341764E-04    0.1032465E+01   -0.1361705E+00
   93    0.1240010E-04    0.8833886E+00   -0.2000138E+00
   94    0.2792905E-04    0.2921545E+01    0.1150107E+00
   95    0.9042200E-05    0.1746507E-01   -0.1311468E+03
   96    0.7275764E-05    0.8374542E+00    0.3221778E-02
   97    0.6385976E-05    0.2646177E+00    0.1147532E+00
   98    0.4693236E-05   -0.4029709E+00   -0.2133612E+01
   99    0.3471909E-05    0.6623956E+00    0.6628484E-01
  100    0.1888114E-05    0.1363652E+01   -0.2427431E+00
  101    0.2272699E-05   -0.4013223E+00    0.2369490E-01
  102    0.2151797E-05    0.6507814E-01    0.7815805E+00
  103    0.1643319E-05   -0.4856923E+02   -0.6086098E+00
  104    0.6619260E-06    0.2084239E+00    0.1316690E+03
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.5008098E-05    0.1610807-309    0.6618505-310
    1    0.5664637E-05    0.2888593E+01    0.6618505-310
    2    0.6538250E-05    0.2654002E+01    0.6084505E+00
    3    0.7566545E-05    0.2089066E+01    0.1574242E+00
    4    0.1115949E-04    0.1630606E+01   -0.5999944E+00
    5    0.6163947E-04    0.1000579E+02    0.1196865E+01
    6    0.1526460E-04    0.4748784E+00   -0.1016869E+02
    7    0.2466984E-04   -0.5318605E+00    0.1007512E+00
    8    0.1831048E-04   -0.2796979E+01   -0.1371320E+01
    9    0.1790742E-04    0.1378018E+01    0.3949623E+00
   10    0.7718947E-05    0.3742691E+00   -0.2026784E+00
   11    0.1900356E-04   -0.3077057E+01   -0.2257106E+00
   12    0.2067851E-04   -0.3120270E+00   -0.4849755E+01
   13    0.2782439E-05    0.9229998E+00   -0.9656472E+00
   14    0.7305702E-06    0.1102294E+01   -0.8119950E-01
   15    0.2307038E-04    0.4047561E+02   -0.3903629E+00
   16    0.7382119E-06    0.6595081E-01   -0.5559037E+03
   17    0.7498466E-06   -0.1432678E-01    0.1099619E-04
   18    0.1873926E-06   -0.3750262E+02   -0.1031671E+01
   19    0.7918310E-07    0.1218426E+01    0.4898915E+01
   20    0.6997283E-07    0.1375933E+01   -0.4991792E-01
   21    0.3496974E-07    0.8146553E+00   -0.3766361E+00
   22    0.3226871E-08    0.4555375E+00   -0.2143003E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.3969825E-02    0.1489917-308    0.6975637-309
    1    0.2162005E+00    0.5697808E+00    0.6975637-309
    2    0.1145227E-01   -0.1536117E-01    0.3826353E+02
    3    0.1435364E+00    0.2936494E+02   -0.4854886E-02
    4    0.5544279E+00    0.1334209E+01   -0.3142826E+02
    5    0.1158033E+00    0.3294983E+00   -0.3106785E+01
    6    0.6915773E-01    0.9109928E+00   -0.5297553E-01
    7    0.4627137E-01    0.5791610E+00   -0.4315591E+00
    8    0.5078133E-01    0.1886275E+01    0.9043644E-01
    9    0.1073146E+01    0.1092778E+02    0.3584646E+01
   10    0.5382291E-01    0.5340083E-01   -0.1890680E+03
   11    0.3656342E-01   -0.6460677E+00   -0.4334081E-02
   12    0.7658882E-01   -0.1997670E+01   -0.3631215E+00
   13    0.9307011E-01   -0.1295401E+01   -0.4290823E+01
   14    0.9064084E-01    0.8380198E-01   -0.1204773E+01
   15    0.8990547E-01    0.8900922E-02   -0.7151747E-02
   16    0.1251807E+00   -0.4200319E+02   -0.9916653E+00
   17    0.1082886E+00    0.4858689E+00    0.3815279E+03
   18    0.2102154E+00   -0.1447204E+01    0.7857653E+00
   19    0.1090441E+00   -0.5661917E+00   -0.3122343E+01
   20    0.2291051E+00    0.3205067E+01   -0.3615661E+00
   21    0.1176759E+01   -0.4806600E+01    0.3702192E+01
   22    0.1865559E+00   -0.2978489E+00   -0.2150940E+02
   23    0.1335908E+00    0.2418599E+00   -0.4643480E-02
   24    0.1142163E+00    0.1718006E+01   -0.6974197E+00
   25    0.1180214E+00   -0.2650644E-01   -0.1990468E-01
   26    0.1498384E+00   -0.2300110E+01   -0.9353113E+00
   27    0.1988034E+00    0.3560812E+01   -0.1422960E+02
   28    0.8366243E-01   -0.8516044E+00    0.4466796E+02
   29    0.9808503E-01   -0.9669668E+00   -0.4457232E+00
   30    0.5466369E+00   -0.3984685E+01   -0.1147967E+01
   31    0.4006493E+00    0.1173381E+00    0.6244713E+02
   32    0.4167121E+00   -0.3061661E-01    0.4745370E-02
   33    0.2997957E+00    0.3776271E+02   -0.1069550E+01
   34    0.9819892E+00   -0.4670484E+01    0.2066236E+02
   35    0.8010023E+00   -0.7734214E+00   -0.1062775E+02
   36    0.4872239E+00    0.6153810E+00   -0.3013432E+00
   37    0.5685229E+00   -0.3977313E+00    0.1342213E+00
   38    0.7910988E+00   -0.7551640E+01   -0.1495933E+01
   39    0.9511755E+00   -0.3271029E+00   -0.4309789E+01
   40    0.1446924E+01    0.5069524E+00   -0.4109376E+01
   41    0.2034535E+01   -0.3087984E+00    0.1371583E+00
   42    0.1929696E+01   -0.5196394E+01   -0.1876328E+01
   43    0.1451280E+02   -0.9596204E+01   -0.5913493E+01
   44    0.1099408E+02   -0.3736020E+00   -0.4560017E+02
   45    0.2000501E+01   -0.5895540E-01   -0.2747313E+01
   46    0.4275716E+01   -0.7110640E+00    0.3725649E-02
   47    0.2063348E+01   -0.1071890E+01   -0.3328950E+01
   48    0.2898966E+01   -0.1341571E+01   -0.6750509E+00
   49    0.7226295E+01    0.2314412E+01   -0.2475530E+00
   50    0.2451555E+03   -0.2276869E+02    0.4625171E+01
   51    0.5248656E+01   -0.1900225E-01   -0.1227362E+04
   52    0.4538024E+01    0.6227728E-01    0.3129574E-03
   53    0.8543029E+01   -0.1123414E+01   -0.2976238E+00
   54    0.3765938E+01   -0.4586797E+00   -0.6307330E+01
   55    0.9330803E+00    0.1967379E+01    0.3349666E+00
   56    0.5309534E+01   -0.4975504E+01    0.2944596E+00
   57    0.1621158E+01    0.5869202E-01    0.1153734E+03
   58    0.4196376E+01    0.1322078E+01    0.3261861E-01
   59    0.4485918E+00    0.3947017E+00   -0.2360816E+01
   60    0.3489648E+00    0.2683499E+00    0.1935147E-01
   61    0.1335651E+00    0.1586241E+01   -0.6184056E+00
   62    0.1056787E+00    0.2314370E+01    0.4181887E+00
   63    0.9306019E-01    0.8890664E-01   -0.1008466E+00
   64    0.1049990E+00    0.5645525E+00   -0.1007700E+01
   65    0.4821508E+00    0.9560728E+01    0.6602366E+01
   66    0.8384252E+00   -0.4583905E+00   -0.6229957E+01
   67    0.1101867E+00   -0.8561148E+00   -0.2359099E+01
   68    0.4216011E+00    0.1189906E+01    0.3027823E+00
   69    0.2115414E+00   -0.5539314E-01    0.1129440E+02
   70    0.3424458E-01    0.5350067E+00   -0.5718436E-01
   71    0.1977340E+00    0.6181275E+01    0.9250737E-01
   72    0.2406144E-01    0.2535865E+00   -0.1463729E+02
   73    0.4497351E-01   -0.1013578E+01   -0.1311215E-01
   74    0.5352716E-01   -0.1612506E+01   -0.2138562E+01
   75    0.4091667E-01    0.3464432E+00    0.9211776E+00
   76    0.6686407E-01   -0.8129998E+00   -0.6996772E+00
   77    0.4469265E-01   -0.7314140E-01   -0.2317806E+02
   78    0.2384580E-01    0.1995399E+01   -0.4142967E-01
   79    0.1372270E+00   -0.3594713E+01    0.1846268E+00
   80    0.2948094E-01   -0.1362707E+00   -0.3097134E+02
   81    0.2351032E-01   -0.1559784E+00    0.1108905E+00
   82    0.1874331E-01    0.1369890E+00   -0.5326866E-01
   83    0.2078166E-02    0.4419076E+01   -0.6495621E+00
   84    0.3809730E-02    0.2150111E+01   -0.1189337E+00
   85    0.3521521E-02    0.6368779E-01    0.3161294E+00
   86    0.6444843E-03    0.3308482E+01   -0.8457574E+00
   87    0.3918200E-03    0.2527474E+01    0.4502794E+00
   88    0.3402597E-03    0.9241816E-01    0.3186017E+01
   89    0.3291553E-03    0.4478753E-01   -0.7527481E-02
   90    0.1063687E-03    0.2092184E+02   -0.9278796E+00
   91    0.1865113E-02    0.1246059E+02    0.3715415E+01
   92    0.4150610E-04   -0.6113044E-02    0.1957888E+04
   93    0.2577434E-04    0.9508245E+00   -0.8282477E-04
   94    0.1687001E-04    0.1365155E+01   -0.1309456E+00
   95    0.2120328E-04   -0.2570990E+00   -0.4901083E-01
   96    0.1301275E-04   -0.1935010E+01   -0.1495261E+01
   97    0.5029730E-05    0.5689253E+00   -0.1429921E+01
   98    0.3992411E-05    0.4713360E+00   -0.1628498E-01
   99    0.3580843E-05    0.1017786E+00    0.1029362E+01
  100    0.7902225E-05   -0.3195726E+01   -0.7992969E-01
  101    0.1587611E-05   -0.3015542E+00   -0.1814678E+02
  102    0.1606614E-05   -0.8204571E-01    0.2640703E-01
  103    0.4414553E-06    0.1714347E+01   -0.4048293E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.4975944E-05    0.1610807-309    0.6618505-310
    1    0.5626153E-05    0.2880503E+01    0.6618505-310
    2    0.6489753E-05    0.2645717E+01    0.6034074E+00
    3    0.8533995E-05    0.2276807E+01    0.1589686E+00
    4    0.7027236E-05    0.1087720E+01   -0.8516357E+00
    5    0.1191779E-03   -0.2854885E+02    0.5321770E+00
    6    0.5565085E-04   -0.4461705E+00   -0.6657019E+02
    7    0.3300445E-04    0.3662490E+00   -0.2903861E-01
    8    0.2414715E-04    0.4384194E+00   -0.2342874E+00
    9    0.2269809E-04    0.6909828E+01   -0.9756410E+00
   10    0.3507957E-05    0.6462915E+00   -0.1796693E+01
   11    0.7907236E-04    0.9170907E+01   -0.1649259E+00
   12    0.2950104E-05    0.9664188E-01   -0.8108050E+02
   13    0.1652450E-05    0.4058162E+00   -0.4763166E-03
   14    0.1370814E-05    0.1620360E+01   -0.4722833E+00
   15    0.1155035E-05    0.8504479E+00   -0.1901933E+01
   16    0.2455528E-04   -0.1633326E+02    0.9315043E+00
   17    0.7265819E-06   -0.1547832E+00   -0.1260500E+03
   18    0.4388871E-06    0.1284065E+01   -0.1354741E-02
   19    0.3923774E-06    0.9270064E+00   -0.3564716E+00
   20    0.2500564E-07    0.4079199E+00   -0.4650320E+00
   21    0.1815822E-07    0.2339016E+00   -0.2219714E-02
   22    0.2486709E-08    0.3607476E+01   -0.6031718E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.3950155E-02    0.1489917-308    0.6975637-309
    1    0.1899079E+00    0.5256516E+00    0.6975637-309
    2    0.1108766E-01   -0.1715129E-01    0.3169190E+02
    3    0.1403565E+00    0.2928305E+02   -0.6152871E-02
    4    0.5968456E+00    0.1497108E+01   -0.2959253E+02
    5    0.1206001E+00    0.3021353E+00   -0.3939273E+01
    6    0.5603035E-01    0.7504881E+00   -0.5297454E-01
    7    0.5071550E-01    0.8339320E+00   -0.1819181E+00
    8    0.4747666E-01    0.9253214E+00    0.3580973E+00
    9    0.5300810E-01   -0.1430652E+00    0.1352817E+00
   10    0.2498988E+00   -0.7142083E+02   -0.1195164E+01
   11    0.6049197E-01   -0.1423886E+00   -0.4422319E+03
   12    0.1697338E+00   -0.1347799E+01   -0.1809753E-01
   13    0.7022633E-01   -0.7650832E+00   -0.5366509E+01
   14    0.6016669E-01    0.2079388E+00   -0.7094157E-01
   15    0.1161695E+00   -0.3287370E+00    0.1866704E+01
   16    0.9679687E-01    0.9667735E+00   -0.4548968E+00
   17    0.1862680E+00   -0.2967572E+00   -0.4811143E+01
   18    0.1706765E+00    0.4721723E-01    0.2543251E+00
   19    0.1983732E+00   -0.4570013E+01   -0.8119279E+00
   20    0.5906314E+00    0.4110854E+02   -0.5092853E+01
   21    0.2582325E+00    0.2769005E+00   -0.5090700E+02
   22    0.1284549E+00    0.6690461E+00   -0.1707420E+00
   23    0.9067904E+00   -0.5546748E+01   -0.3639840E+00
   24    0.6960594E-01   -0.1847291E+00   -0.3927164E+02
   25    0.4486349E+00    0.5838696E+01    0.8124812E-02
   26    0.1044285E+00   -0.1281336E+00    0.5406016E+02
   27    0.3005945E+00    0.5523865E+01   -0.2751534E-01
   28    0.2922789E+00    0.1654618E-01   -0.8499205E+00
   29    0.3246526E+00   -0.2330377E+01   -0.8342574E+00
   30    0.3042036E+00    0.1688559E+01   -0.8189861E+01
   31    0.3532943E+00   -0.1335650E+00    0.2161046E+00
   32    0.4877012E+00    0.2576129E+02   -0.1290817E+01
   33    0.7898332E+00   -0.1472964E+00   -0.7486883E+02
   34    0.1937483E+01   -0.5495921E+01   -0.5055733E+00
   35    0.1270442E+01    0.2589955E+00    0.2432720E+01
   36    0.2504303E+01    0.1595152E+01   -0.6585444E+00
   37    0.2819968E+01    0.1642153E+01    0.2382142E+01
   38    0.1121106E+01    0.1353616E+01   -0.1601890E+01
   39    0.2217491E+01    0.2613634E+01    0.3446826E+00
   40    0.1605635E+01    0.2778925E+00    0.6837814E+00
   41    0.1180693E+01    0.1439471E+01   -0.7688761E+00
   42    0.1184799E+01    0.1940063E+00    0.3052275E+01
   43    0.8817551E+00    0.4568341E+00    0.8665850E+00
   44    0.3310321E+01    0.2497381E+01   -0.3036650E+00
   45    0.4099933E+00    0.2009885E+00   -0.8634760E+01
   46    0.9911412E+00    0.3194160E+01    0.1911110E-01
   47    0.9781587E+00   -0.5165926E+00    0.5722502E+01
   48    0.8072516E+01   -0.6578745E+01   -0.1013377E+01
   49    0.7115798E+00    0.2608773E-01    0.2926375E+03
   50    0.3155241E+01   -0.1106329E+02    0.3592574E-02
   51    0.2875668E+01    0.1110105E+01    0.6608434E+01
   52    0.6452253E+01    0.7213531E+00    0.1790301E+01
   53    0.1225177E+01    0.2530511E+00   -0.3713384E+01
   54    0.3167024E+01   -0.4798118E+01    0.3049275E-01
   55    0.1096510E+02   -0.1850674E+01   -0.1489261E+01
   56    0.1654998E+01   -0.9313449E-01   -0.3431648E+02
   57    0.1251563E+01    0.1066725E+00    0.1528906E+00
   58    0.2151455E+00    0.9440274E+00    0.4293600E-01
   59    0.1743088E+00    0.3569145E+00   -0.8297889E-01
   60    0.1195002E+00    0.2338392E+01   -0.6704081E+00
   61    0.7860562E-01    0.1117170E+01    0.1216389E+01
   62    0.1195074E+00   -0.2153234E+00   -0.3486061E+01
   63    0.9226440E-01    0.1605959E+00    0.8201268E-01
   64    0.3656911E+00    0.2077750E+02   -0.6967155E+00
   65    0.3656611E+00    0.9457301E-04    0.3040184E-02
   66    0.1760643E+00    0.7838294E+04   -0.9999007E+00
   67    0.1647174E+00    0.5660540E+00   -0.5028128E+04
   68    0.5781084E-01    0.6663764E+00   -0.4433139E+00
   69    0.2905632E-01    0.5945008E-01   -0.2233816E+01
   70    0.3854962E-01    0.2022195E+01   -0.5370730E-01
   71    0.1522874E+00    0.3036782E+01    0.1609448E+00
   72    0.6179119E-01   -0.1239887E+00    0.3161936E+02
   73    0.2463220E-01   -0.1243877E+01   -0.1009896E+00
   74    0.2062267E-01    0.1641661E+00    0.1193282E+00
   75    0.2890374E-01   -0.4445953E+01   -0.8187502E+00
   76    0.7185064E-01   -0.3276249E+00    0.2482047E+02
   77    0.1686210E-01   -0.5636085E+00   -0.1557804E+01
   78    0.1457347E-01    0.1039954E+01   -0.6980535E-01
   79    0.1979693E-01   -0.6157335E+00   -0.1483836E+00
   80    0.2079955E-01   -0.6829013E+00   -0.1403285E+01
   81    0.8994555E-02    0.7283724E+00   -0.2042635E+01
   82    0.9854909E-03    0.1476079E+00    0.3095432E+01
   83    0.1229092E-02   -0.3303743E+00   -0.7847629E-03
   84    0.6058133E-03   -0.1295448E+01   -0.2097513E+01
   85    0.2342271E-02   -0.1052545E+02    0.2109618E+00
   86    0.3596875E-03   -0.2947524E+00   -0.5099469E+02
   87    0.8380718E-03    0.3048392E+01   -0.1475997E-01
   88    0.8952475E-03    0.1667257E+00   -0.2537730E+02
   89    0.8034709E-04   -0.1389957E+00    0.7357942E+00
   90    0.4022221E-04    0.5777547E+00   -0.3204067E-02
   91    0.2067057E-04    0.1414362E+01   -0.2946574E+00
   92    0.1643160E-04    0.3407475E+00   -0.1573689E+00
   93    0.1193689E-04    0.2078573E+00    0.1711422E+01
   94    0.8377362E-05    0.6867695E+00    0.1238806E+00
   95    0.7769582E-05    0.5944761E+00   -0.6786678E+00
   96    0.4731551E-05    0.9274963E+00    0.6917484E-01
   97    0.3229045E-05    0.7629850E+00   -0.4798791E-01
   98    0.2953820E-05    0.7629205E+00   -0.5881765E+00
   99    0.1180895E-05    0.2674458E+01    0.4106116E+00
  100    0.4765494E-06   -0.8023989E-01    0.1255182E+02
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.4978845E-05    0.1610807-309    0.6618505-310
    1    0.5633687E-05    0.2880504E+01    0.6618505-310
    2    0.6502899E-05    0.2650921E+01    0.6038651E+00
    3    0.6796369E-05    0.1950897E+01    0.1634706E+00
    4    0.5779316E-04    0.7174370E+01   -0.3706326E+00
    5    0.1092265E-03   -0.1240178E+01    0.2778566E+01
    6    0.4216767E-04   -0.1021702E+01   -0.4577959E+01
    7    0.2397336E-03    0.1036098E+02    0.4862828E+00
    8    0.4504880E-04    0.1467880E+00   -0.6201995E+02
    9    0.4001661E-03    0.8115309E+01   -0.3834074E-02
   10    0.3920124E-05    0.7691232E-01   -0.8646199E+02
   11    0.6269022E-05   -0.4442748E+00    0.5075899E-03
   12    0.3348654E-05   -0.1798500E+01   -0.1675904E+01
   13    0.1121187E-05    0.1232637E+01   -0.4261573E+00
   14    0.6940167E-06    0.4974434E+00   -0.1938214E+00
   15    0.3720244E-05   -0.5896945E+01   -0.4394231E+00
   16    0.2382560E-05   -0.9551061E+00   -0.1022631E+02
   17    0.3525879E-05   -0.4312775E+00   -0.6593479E-01
   18    0.1774449E-06   -0.1631449E+01   -0.2231304E+01
   19    0.9683032E-07    0.4482830E+00    0.1643903E-01
   20    0.2077021E-07    0.1328872E+01   -0.3081717E+00
   21    0.1802651E-07    0.1066797E+00   -0.5747100E-02
   22    0.1748877E-08    0.5696633E+01   -0.7474900E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.3935179E-02    0.1489917-308    0.6975637-309
    1    0.1690934E+00    0.4843065E+00    0.6975637-309
    2    0.1087078E-01   -0.1921045E-01    0.2612906E+02
    3    0.1446781E+00    0.3002076E+02   -0.7655365E-02
    4    0.5791797E+00    0.1422961E+01   -0.3151460E+02
    5    0.1201874E+00    0.3097000E+00   -0.3604327E+01
    6    0.5935640E-01    0.7893894E+00   -0.5285482E-01
    7    0.5380543E-01    0.7928114E+00   -0.2382883E+00
    8    0.9171206E-01    0.2769017E+01    0.1724074E+00
    9    0.3817490E+00   -0.1492420E+01    0.9045850E+01
   10    0.9071918E-01   -0.3704276E+00   -0.5487333E+01
   11    0.5221867E-01   -0.5432312E+00   -0.1295505E+00
   12    0.1571876E+00   -0.2620815E+01   -0.3183395E+00
   13    0.9304361E-01   -0.6734675E+00   -0.8076252E+01
   14    0.6583619E-01    0.6101313E+00   -0.1639891E+00
   15    0.5550128E-01    0.1976958E+00    0.3219228E+01
   16    0.6861011E-01   -0.2678550E+00    0.2642499E+00
   17    0.6689993E-01    0.1698979E+00   -0.5502269E+00
   18    0.2119866E+00   -0.3609117E+01   -0.1851706E+01
   19    0.1006630E+00   -0.8494400E+00   -0.9505272E+01
   20    0.4242135E+00    0.4801341E+01   -0.6537252E+00
   21    0.2391521E+00    0.2708953E+00   -0.3006849E+01
   22    0.1425697E+00    0.1605827E+01   -0.3996129E+00
   23    0.1230922E+00    0.1163656E+00    0.9536573E-01
   24    0.4963730E-01    0.6628430E+01   -0.8023917E+00
   25    0.3372412E+00   -0.4433872E+01   -0.1501720E+01
   26    0.8826549E-01    0.1320074E+00    0.2241248E+02
   27    0.1339778E+00    0.4126848E+01   -0.6459002E-01
   28    0.1785304E+00   -0.7324840E+00    0.4282037E+01
   29    0.1441429E+00    0.2519837E+00   -0.1985026E+01
   30    0.1085054E+00    0.3832748E+00    0.1273970E+01
   31    0.2098851E+00   -0.7463988E+00    0.3661917E+00
   32    0.2130858E+00    0.6097163E+01   -0.1477579E+01
   33    0.6234085E+00   -0.3508572E+00   -0.3339919E+02
   34    0.4235071E+00   -0.7857612E+00   -0.1034079E+01
   35    0.8564406E+00    0.2045621E+01   -0.3748352E+00
   36    0.4739689E+00    0.3970473E+00   -0.6389826E+00
   37    0.5450769E+00   -0.2133375E+00    0.1406406E+00
   38    0.3876679E+00   -0.8328723E+01   -0.1094100E+01
   39    0.4939167E+00    0.1271895E+01   -0.4248066E+01
   40    0.2835766E+01   -0.3642762E+01    0.1729758E+01
   41    0.3347810E+00   -0.2111934E+00   -0.2198964E+02
   42    0.2517311E+00    0.1505408E+01    0.3398027E-01
   43    0.3476044E+00   -0.3625732E+00   -0.2910918E+00
   44    0.5652948E+00   -0.6510057E+00   -0.5672276E+01
   45    0.1583422E+00    0.1935665E+00    0.2033860E+01
   46    0.4092948E+00    0.4761842E+01    0.2503603E-01
   47    0.2242982E+00   -0.3620964E+00    0.1518783E+02
   48    0.2329181E+00   -0.3325711E-01    0.9137310E-01
   49    0.2427833E+00    0.6490886E+01   -0.8213084E+00
   50    0.2278338E+01   -0.2396458E+02    0.5961930E+01
   51    0.2412867E+01    0.2880302E+00   -0.2529848E+02
   52    0.9342235E+00    0.5951670E+00   -0.1538770E+01
   53    0.3911960E+00    0.4138799E+00    0.1469471E+00
   54    0.1190828E+01    0.6719952E+01   -0.2519790E+00
   55    0.5652703E+00   -0.6859752E+00    0.1845372E+02
   56    0.2719909E+00    0.5793626E+00   -0.1097344E+00
   57    0.1858351E+00    0.4831322E+00   -0.1677987E+00
   58    0.2092295E+00   -0.3119728E+00   -0.2915732E+00
   59    0.1450546E+00   -0.2458406E+00   -0.6114625E+01
   60    0.1595418E+00    0.3700647E+01    0.1117168E+00
   61    0.2052733E+00   -0.3701086E+00    0.2102243E+01
   62    0.9358399E-01    0.1849949E+00    0.3081956E+01
   63    0.8389490E-01    0.8055060E-01   -0.1059323E-01
   64    0.1751191E+00    0.4063067E+02   -0.9350610E+00
   65    0.1506880E+00    0.3048776E+00    0.1601489E+02
   66    0.1392227E+00    0.1678286E+01   -0.9871386E+00
   67    0.6032114E-01    0.5824367E+00    0.9116128E+00
   68    0.6293889E-01   -0.3217658E-01    0.1203495E-01
