 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
   72    0.6083224E-02    0.1431441E+00   -0.8668435E-02
   73    0.3077698E-02    0.4084893E+01   -0.7082940E+00
   74    0.9928244E-01   -0.1678544E+02    0.4088052E+01
   75    0.1634755E-01   -0.1159552E+00   -0.1696230E+03
   76    0.1862508E-01    0.1357996E+01   -0.1069268E-01
   77    0.2056873E-01   -0.2262836E+00   -0.4729645E+00
   78    0.1392103E-01   -0.1673221E+01   -0.1230287E+01
   79    0.1803572E+00    0.1545179E+02   -0.2061240E+01
   80    0.5469957E-02    0.5489864E-02   -0.2624383E+04
   81    0.1305509E-02    0.8361872E+00    0.6785616E-04
   82    0.1265647E-02    0.3688749E+00   -0.5772569E+00
   83    0.1269046E-02   -0.3488883E-02   -0.7983747E-03
   84    0.2817347E-02   -0.1112470E+03   -0.9914709E+00
   85    0.1455826E-02   -0.1121373E+01   -0.2854575E+03
   86    0.1241368E-02    0.8786906E+00   -0.1005300E+01
   87    0.1498677E-02   -0.4719422E+00    0.1255393E+00
   88    0.1412711E-02   -0.4481815E+01   -0.1743986E+01
   89    0.8175890E-03    0.4922756E+00   -0.6018020E+00
   90    0.7475427E-03    0.1516819E+00   -0.3595172E+00
   91    0.7769715E-03   -0.6660246E-01   -0.2756757E+00
   92    0.1272669E-02    0.3254294E+01   -0.1461505E+01
   93    0.3259786E-03    0.2662059E+01    0.5343160E+01
   94    0.2042248E-03    0.1195725E+01    0.1171561E+00
   95    0.3029899E-03   -0.6437654E+00    0.2001575E+01
   96    0.1595518E-02   -0.2940880E+01   -0.1483596E+01
   97    0.5306868E-04    0.2731561E+00    0.6649091E+01
   98    0.2882830E-04    0.1066876E+01   -0.6849764E-02
   99    0.1495241E-04    0.5084132E+00   -0.2044547E+00
  100    0.1649722E-04    0.3740498E+00   -0.9677337E+00
  101    0.3079968E-04   -0.2644832E+01    0.4308059E+00
  102    0.1784145E-04    0.1788729E-01    0.1265176E+03
  103    0.9966623E-05    0.3868889E+00    0.4783029E-02
  104    0.1332588E-04    0.6170149E+00   -0.8331268E+00
  105    0.5558746E-04   -0.3313314E+01    0.4054955E+00
  106    0.3732036E-05   -0.1767785E+00   -0.3108556E+02
  107    0.3348488E-05    0.5801940E+00   -0.7531303E-02
  108    0.1453381E-05    0.5921621E+00   -0.4760603E+00
  109    0.1149966E-05    0.2633984E+00   -0.1099060E+00
  110    0.8048918E-06    0.2168215E+01   -0.7149774E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2324434E-04    0.1610807-309    0.6618505-310
    1    0.2469813E-04    0.3852434E+01    0.6618505-310
    2    0.1685656E-04    0.1729975E+01    0.4695472E+00
    3    0.2994813E-04    0.2553569E+01   -0.4882257E-01
    4    0.1021090E-03    0.3891443E+01    0.2510168E+01
    5    0.1833498E-04    0.5789013E+00   -0.4494728E+01
    6    0.1424442E-04    0.2746473E+00   -0.3516097E-02
    7    0.8851923E-05    0.4525689E+01   -0.6520664E+00
    8    0.4794457E-05    0.5532616E+00   -0.9441765E+00
    9    0.2953026E-04   -0.6787427E+01   -0.1770605E+00
   10    0.7629361E-05    0.1624813E+00    0.2999491E+02
   11    0.4761502E-05    0.1884826E+01   -0.2608229E-01
   12    0.5507987E-05   -0.2640485E+00    0.1375314E+01
   13    0.1038393E-04    0.4804473E+01   -0.7383807E+00
   14    0.2357713E-04    0.9135821E+01    0.5904411E+01
   15    0.9490641E-05    0.3556182E+00   -0.1065544E+02
   16    0.1284931E-04    0.3791625E+01   -0.1521249E+00
   17    0.8620820E-05    0.8049034E+00   -0.2518334E+01
   18    0.2743330E-05    0.7416591E+00   -0.8074289E-01
   19    0.2534704E-05    0.2924505E+00    0.2625480E+00
   20    0.2232190E-05    0.9546416E+00   -0.7419496E+00
   21    0.3319507E-06    0.1546340E+01    0.3850567E+00
   22    0.2225282E-06    0.3389400E+00   -0.5480336E-01
   23    0.1831758E-06    0.3105331E+01   -0.5786958E+00
   24    0.9243290E-07    0.5301446E+00    0.4480195E+00
   25    0.2962480E-07    0.1217502E+01   -0.3077823E+00
   26    0.5877712E-08    0.6297527E+00    0.5767065E-01
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2412583E-01    0.1489917-308    0.6975637-309
    1    0.6905052E-01    0.4955444E-01    0.6975637-309
    2    0.1531904E+00    0.2012579E+00   -0.3149636E+00
    3    0.6323939E+00   -0.3281293E+02   -0.1848802E+01
    4    0.1514729E+01   -0.3581264E+01   -0.5834750E+01
    5    0.2854717E+01    0.4536044E+00   -0.1291112E+02
    6    0.4534624E+00    0.1862775E+00   -0.3650222E+01
    7    0.1190737E+02   -0.3632605E+02   -0.1404586E-01
    8    0.5362874E+00   -0.4556071E-01   -0.8426155E+03
    9    0.2456751E+00    0.4326800E+00   -0.2341770E-02
   10    0.1774764E+00    0.4557540E+00   -0.1432775E+00
   11    0.6397700E+01    0.2603381E+02   -0.3078901E+00
   12    0.1797455E+01    0.1680836E+00   -0.1472394E+03
   13    0.1029636E+03    0.5549145E+01    0.4056729E+00
   14    0.1655689E+00    0.8820332E-02   -0.6292264E+03
   15    0.1423532E+00    0.6800817E-01    0.8249743E-05
   16    0.1304683E+00    0.6870070E-01   -0.8739507E-01
   17    0.1077219E+01    0.4344669E+02   -0.9979384E+00
   18    0.1082798E+00   -0.7856001E-01    0.6058586E+03
   19    0.1851344E+01   -0.9180261E+01   -0.2029905E-01
   20    0.3609158E+00    0.1069121E+00    0.5985267E+02
   21    0.7975375E+00    0.3360726E+01   -0.4703517E-01
   22    0.1436419E+01   -0.3240266E+00   -0.1300879E+01
   23    0.4472708E+00   -0.4351626E+00   -0.3319887E+01
   24    0.1369817E+01    0.1220548E+01   -0.2841315E+00
   25    0.1572004E+00    0.1612628E+00   -0.7943263E+01
   26    0.7347589E+00   -0.3414491E+01    0.1990678E-01
   27    0.2824589E+00   -0.4115421E+00   -0.1986635E+02
   28    0.5798047E+00   -0.1984140E+01   -0.3476880E+00
   29    0.1074674E+01   -0.1961546E+01   -0.4110948E+01
   30    0.1036119E+01   -0.2818972E+00   -0.1163412E+02
   31    0.2708705E+00    0.6207033E-01    0.2098947E+01
   32    0.7685655E+00   -0.1330257E+01    0.2212188E-01
   33    0.1908936E+00    0.1329860E+00    0.8591774E+01
   34    0.1877576E+00    0.7908574E+00   -0.5634109E-01
   35    0.4348168E+00   -0.1265823E+01    0.8367178E+00
   36    0.5071820E+00    0.3084653E+01   -0.2900295E+01
   37    0.3163581E+00    0.2577009E+00   -0.9092383E+00
   38    0.1201640E+01    0.2170472E+01   -0.9653246E+00
   39    0.1493700E+01   -0.1758214E+00    0.9951408E+00
   40    0.3362715E+00   -0.3775974E+01   -0.1724714E+01
   41    0.3940379E+00   -0.2937733E+00    0.5757470E+00
   42    0.4652731E+00   -0.1433158E+01   -0.1543303E+01
   43    0.3680310E+00    0.1666854E+00   -0.1014101E+00
   44    0.5823979E+00    0.9196135E+00   -0.1159519E+01
   45    0.1029383E+01    0.3329448E+00    0.7178061E+01
   46    0.1597870E+01   -0.9084894E+00    0.8500810E+00
   47    0.4373031E+01    0.8499524E+01   -0.3084271E+01
   48    0.6947663E+01    0.5242884E+00   -0.2157873E+02
   49    0.1081585E+01    0.1148649E+00   -0.2641990E+01
   50    0.3965080E+02    0.1837585E+02    0.3571245E-01
   51    0.2205128E+01    0.4219246E-01   -0.3835436E+03
   52    0.1961578E+01    0.7708391E-01   -0.6074244E-03
   53    0.7915382E+00    0.4952567E+01   -0.9398136E+00
   54    0.4117619E+00    0.1290819E+01    0.2315250E+01
   55    0.3955603E+00    0.2934383E-01    0.4394666E-02
   56    0.5224156E+00    0.2688335E+01   -0.1046527E+01
   57    0.4486018E+00    0.1099822E+02    0.1318043E+02
   58    0.6671712E+00   -0.1655585E+01    0.7941583E+01
   59    0.4806829E+00   -0.7195881E-01   -0.4296729E+02
   60    0.2351998E+00    0.4726163E+00    0.6143620E-01
   61    0.2064044E+00   -0.3108971E+00    0.4953487E+00
   62    0.1986237E+00    0.1033592E+01   -0.1961261E+00
   63    0.1539195E+00    0.1652981E+00   -0.3939229E+00
   64    0.3822737E+00    0.5096032E+01   -0.5691758E+00
   65    0.6836011E-01    0.5206954E+00   -0.5742935E+01
   66    0.5949488E-01    0.4060911E+00   -0.2075085E+00
   67    0.2780945E+00   -0.6377170E+01    0.1281054E+00
   68    0.8459368E-01   -0.2189014E+00   -0.3076142E+02
   69    0.2376321E-01    0.5228447E+00   -0.1409818E+00
   70    0.6479207E-02    0.4584025E+00   -0.1812746E+00
   71    0.6193525E-02    0.2893846E+00   -0.1382225E-01
   72    0.6122665E-02    0.1077735E+00   -0.1431145E+01
   73    0.3004577E-02    0.1872052E+01    0.6155907E+00
   74    0.4473565E-01   -0.5880068E+01    0.2272391E+01
   75    0.3135089E-01   -0.4902935E+00   -0.2078686E+02
   76    0.3648986E-01    0.7889789E+00   -0.1475179E+00
   77    0.3022372E+00    0.1165501E+02   -0.1379536E+01
   78    0.2340142E-01    0.7488749E-01   -0.1472632E+03
   79    0.5089901E-02    0.3572633E+00   -0.1268642E-01
   80    0.8742263E-03    0.8626009E+00   -0.2550420E-01
   81    0.1707174E-02    0.4355288E+00   -0.7271345E+00
   82    0.5985090E-01   -0.4843741E+02    0.2241000E+00
   83    0.1317448E-02   -0.5301389E-01   -0.9986134E+03
   84    0.2365161E-02    0.4570404E+00   -0.2859509E-02
   85    0.1386020E-02    0.1190274E+00   -0.3435839E+01
   86    0.9593085E-02   -0.8656148E+00    0.9494889E+00
   87    0.2703440E-02   -0.5941539E+00   -0.2138618E+01
   88    0.1224390E-02    0.6017385E+00   -0.1323180E+00
   89    0.4066700E-02    0.3099464E+01   -0.4342975E+00
   90    0.6584743E-02    0.4673417E+01    0.1615841E+01
   91    0.2937884E-02    0.4425216E-01   -0.9289480E+02
   92    0.3192643E-03    0.1211481E+01    0.4710550E-02
   93    0.4415740E-02    0.1150403E+02    0.1454960E-01
   94    0.4397855E-03   -0.2246652E-01    0.5368062E+03
   95    0.1585454E-02   -0.6702804E+01   -0.3902227E-02
   96    0.2120247E-03    0.2275479E+00    0.1455813E+02
   97    0.1681073E-03    0.2639503E+00   -0.1452834E-01
   98    0.1624287E-03    0.2266875E-01    0.1363716E+00
   99    0.1178096E-03    0.1279812E+02   -0.7944461E+00
  100    0.1499755E-03    0.7943767E+00   -0.9031746E+01
  101    0.2253236E-04    0.2977781E+00   -0.9911129E+00
  102    0.2165890E-04    0.3913100E+00    0.2967008E-01
  103    0.1244196E-04    0.3195872E+00   -0.1189380E+01
  104    0.2937767E-05    0.9239848E+00    0.2863893E+00
  105    0.4502116E-04    0.1919399E+02   -0.1249096E+00
  106    0.2193028E-04   -0.2109968E+00    0.1490103E+03
  107    0.1575463E-04   -0.2064120E+00   -0.6231880E+00
  108    0.1484412E-05    0.3370241E+00    0.1610521E+00
  109    0.1468178E-05    0.3478702E-01   -0.6717984E-03
  110    0.2164004E-05   -0.8047018E+01   -0.1044474E+01
  111    0.2146073E-05    0.5973146E-02    0.1017269E+01
  112    0.1008222E-04   -0.4685605E+02   -0.9213626E+00
  113    0.9842628E-06   -0.1684077E+00   -0.3537802E+03
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2237609E-04    0.1610807-309    0.6618505-310
    1    0.2401763E-04    0.3850854E+01    0.6618505-310
    2    0.1662718E-04    0.1750478E+01    0.4827523E+00
    3    0.2836948E-04    0.2484018E+01   -0.4724719E-01
    4    0.1986655E-03    0.7392097E+01    0.2712502E+01
    5    0.1648023E-04    0.3015334E+00   -0.2023735E+02
    6    0.1736752E-04   -0.6396088E-01    0.6484064E-04
    7    0.6476834E-05   -0.8443137E+01   -0.1153170E+01
    8    0.5343482E-05    0.3549616E+00    0.5352180E+00
    9    0.1898339E-04    0.2001373E+02   -0.9461034E+00
   10    0.1403018E-04   -0.7137890E+00    0.3678563E+02
   11    0.9173648E-05    0.3000198E+00   -0.1454142E+00
   12    0.7871015E-05    0.2040941E+00   -0.1792796E+00
   13    0.1240736E-04    0.2516573E+02   -0.1148515E+01
   14    0.1593857E-04   -0.1412470E+01    0.1701820E+02
   15    0.6682723E-04    0.7714047E+01   -0.1065301E+01
   16    0.4815010E-03   -0.3179075E+01    0.2368334E+02
   17    0.5984898E-05   -0.9094421E-01   -0.3391348E+02
   18    0.2123924E-05    0.9149125E+00   -0.4303593E-03
   19    0.1745765E-05    0.2100024E+00    0.8238519E-01
   20    0.1247815E-05    0.2401040E+01   -0.7334458E+00
   21    0.4612595E-06    0.1185969E+01    0.8544359E+00
   22    0.2789574E-06    0.4015922E+00    0.4157119E-01
   23    0.1136110E-06    0.8154361E+00   -0.2615843E+00
   24    0.8204065E-07    0.3013389E+01   -0.4493076E+00
   25    0.2167760E-07    0.5502769E+00   -0.1390292E+01
   26    0.9611033E-08    0.6628565E+00   -0.6086502E-01
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2314512E-01    0.1489917-308    0.6975637-309
    1    0.8330624E-01    0.5733198E-01    0.6975637-309
    2    0.1294719E+00    0.8368679E-01   -0.1731751E+00
    3    0.5358655E+00   -0.5753749E+02   -0.1389893E+01
    4    0.3069072E+01   -0.8640769E+01   -0.7604402E+01
    5    0.6192846E+01   -0.4276129E+00   -0.7485576E+02
    6    0.4261739E+00   -0.7651774E-01   -0.4167646E+01
    7    0.2136481E+02   -0.8145426E+02   -0.2514607E-02
    8    0.6325085E+00   -0.2802567E-01   -0.2985195E+04
    9    0.2825140E+00    0.4899964E+00   -0.8345822E-03
   10    0.1960173E+00    0.3080249E+00   -0.6371763E-01
   11    0.6441873E+00   -0.1908647E+01   -0.2727323E+00
   12    0.4266588E+00    0.1051650E+00    0.5731347E+01
   13    0.2076436E+00   -0.1946143E+01   -0.3942157E+00
   14    0.3832012E+00    0.1427831E+01    0.5196603E+00
   15    0.2149845E+00    0.3875346E-01   -0.1101541E+02
   16    0.6108956E+00    0.1022747E+01   -0.1199910E+00
   17    0.8219044E-01    0.1567017E+00   -0.7371630E+01
   18    0.1060751E+00   -0.1230228E+01    0.3739981E-01
   19    0.1346174E+00   -0.1133441E+01   -0.2113750E+01
   20    0.3852689E+01    0.1922768E+02   -0.2319103E+01
   21    0.5261196E+00    0.5473384E-01   -0.2762697E+03
   22    0.6612757E+00    0.1118030E+01   -0.1498676E-01
   23    0.1153511E+00    0.4109991E+00   -0.3694691E+01
   24    0.8684899E-01    0.3609062E+00    0.4028142E-01
   25    0.3023500E+00    0.2814364E+01   -0.6560086E+00
   26    0.4020278E+00   -0.1519763E+00   -0.1195367E+01
   27    0.9113173E-01   -0.4389499E+00   -0.2055586E+01
   28    0.2172761E+00   -0.3821850E+01    0.1866128E+00
   29    0.2065484E+00    0.1042134E+00   -0.1877791E+01
   30    0.2118361E+00    0.2138189E+00   -0.1515194E+01
   31    0.1977453E+00    0.1291540E+01    0.2299923E+01
   32    0.3082568E+00   -0.6902476E+00    0.3141813E+01
   33    0.1306196E+00    0.3074543E+00    0.4675314E+00
   34    0.2396819E+00    0.2299340E+01   -0.2562914E+00
   35    0.4852099E+00   -0.1295741E+01    0.5014313E+01
   36    0.8334039E+00    0.2190727E+01   -0.2423220E+01
   37    0.4800057E+00    0.2347228E+00   -0.1855428E+01
   38    0.7816755E+01    0.1401105E+02   -0.6771615E+00
   39    0.1817077E+01   -0.2683155E+00    0.8054441E+02
   40    0.1679825E+01    0.9835608E+00   -0.1114977E+00
   41    0.1607301E+01   -0.4120156E+00    0.1780835E+01
   42    0.5980647E+01   -0.1559054E+01   -0.4173796E+00
   43    0.2136764E+01   -0.5976055E+00   -0.6093103E+01
   44    0.3077641E+01    0.1145981E+01   -0.3282069E+00
   45    0.2456351E+01    0.4524811E-01   -0.2022902E+01
   46    0.2190478E+01   -0.1550544E+01   -0.3272033E+00
   47    0.9504648E+00    0.6312205E+00   -0.1199622E+01
   48    0.1019950E+01   -0.4784313E-01   -0.2228082E-01
   49    0.6947935E+00   -0.8167492E+00   -0.1298789E+01
   50    0.1566186E+01   -0.2168868E+01    0.2298844E+01
   51    0.5482747E+00   -0.1239427E+01   -0.7420467E+01
   52    0.6647664E+00   -0.1353277E+00    0.2561104E-01
   53    0.5305790E+00   -0.3301125E+01   -0.1257893E+01
   54    0.7049479E+00    0.1446989E+01   -0.4139875E+01
   55    0.5240570E+00   -0.4046716E+00    0.1711686E+01
   56    0.4963806E+01    0.5662827E+01    0.4981282E+00
   57    0.2987188E+00    0.3189032E-01   -0.1611740E+03
   58    0.2361827E+00    0.1788436E+01    0.1476251E-02
   59    0.3042203E+00   -0.1120777E+01    0.1527225E+01
   60    0.6835412E+00    0.4284999E+00   -0.8749584E+01
   61    0.1995235E+00   -0.2033762E+00    0.3976659E+01
   62    0.2621634E+00    0.1335444E+01   -0.2366747E-01
   63    0.1850857E+00    0.1741042E+00   -0.7096491E+00
   64    0.3231434E+00    0.3524510E+01   -0.4619128E+00
   65    0.5298160E-01    0.5700058E+00   -0.3562662E+01
   66    0.6076765E-01    0.4880586E+00   -0.1945719E+00
   67    0.1347289E+01   -0.3673448E+02    0.2310037E+00
   68    0.6449413E-01   -0.3935355E-01   -0.9515286E+03
   69    0.1997488E-01    0.4623035E+00   -0.3314572E-02
   70    0.6783040E-02    0.4675242E+00   -0.1575081E+00
   71    0.6470946E-02    0.2017678E+00   -0.1422476E-01
   72    0.5558331E-02    0.3781633E+01   -0.6257060E+00
   73    0.6027531E-02   -0.1225245E-01    0.6470458E+00
   74    0.3616855E-01    0.2682546E+02   -0.1160685E+01
   75    0.7624338E-01   -0.1474771E+01    0.5714624E+02
   76    0.8579269E-01    0.3874302E+00   -0.7115998E+00
   77    0.7123443E-01    0.3588235E+00   -0.7996436E+00
   78    0.6266765E-01   -0.1663600E+01   -0.1934785E+01
   79    0.1763251E+00   -0.1208327E+01    0.1095947E+01
   80    0.6661028E-02   -0.1394590E+00   -0.1386897E+02
   81    0.3148563E-02    0.1115832E+01   -0.1855519E-02
   82    0.1739563E-02    0.3155871E+00   -0.1361215E+01
   83    0.2463404E-01   -0.1603880E+02    0.7166113E-01
   84    0.9885517E-03   -0.1148008E+00   -0.1619993E+03
   85    0.1035032E-02    0.1875301E+00   -0.2311932E-01
   86    0.2145242E-02    0.3343705E+00    0.9658948E+00
   87    0.7219993E-02    0.9334098E+01    0.2277917E+00
   88    0.9547455E-03    0.1172986E+00   -0.6756674E+02
   89    0.7730881E-03    0.1569794E+01    0.1564181E-02
   90    0.4416817E-02    0.1590293E+01   -0.2653467E+01
   91    0.9269909E-03    0.7314955E-01   -0.1353785E+02
   92    0.2462664E-03   -0.3643424E+01   -0.2678772E-01
   93    0.2331410E-02    0.7152559E+01   -0.4128796E+00
   94    0.2020062E-02    0.2006470E+00    0.2784209E+01
   95    0.1690234E-02    0.6657508E+00   -0.1149144E+01
   96    0.1526784E-03    0.6171593E+00    0.1107986E+01
   97    0.4080966E-04    0.9159628E-01    0.9174431E+00
   98    0.7970009E-04   -0.1010512E+01   -0.4375681E-01
   99    0.2620138E-04    0.3779361E+00    0.3290434E+01
  100    0.2610455E-04    0.1196633E+01   -0.2674705E-01
  101    0.1360346E-04    0.2458501E+00   -0.7337931E+00
  102    0.1306793E-04    0.1344468E+01   -0.1812686E+00
  103    0.1863128E-05    0.8323658E+00   -0.7343028E+00
  104    0.1471086E-05    0.2981959E+00    0.1969978E-01
  105    0.1089451E-05    0.1068256E+01   -0.6642544E+00
  106    0.6934340E-06    0.1067642E+01    0.7536659E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2162699E-04    0.1610807-309    0.6618505-310
    1    0.2342310E-04    0.3846016E+01    0.6618505-310
    2    0.1648856E-04    0.1771395E+01    0.4948055E+00
    3    0.3049692E-04    0.2630520E+01   -0.4368554E-01
    4    0.5121775E-03    0.1726849E+02    0.3142336E+01
    5    0.2067120E-04    0.1389196E+00   -0.1158557E+03
    6    0.4169611E-04   -0.1028716E+01   -0.1611128E-03
    7    0.7829713E-05   -0.5361764E+00   -0.5064097E+01
    8    0.8027112E-05    0.3201212E+01    0.6839584E-01
    9    0.4527971E-04    0.5997646E+01    0.5479739E+00
   10    0.7396815E-05   -0.1108121E+00    0.5033754E+02
   11    0.1006396E-04    0.5838958E+00   -0.5105758E-01
   12    0.2932887E-04   -0.8341685E+01    0.5399078E+00
   13    0.2026817E-04    0.2122336E+00    0.5335712E+01
   14    0.2859416E-04   -0.1063656E+02   -0.5504473E+00
   15    0.1538415E-04   -0.1271129E+01   -0.1307472E+02
   16    0.2535088E-03   -0.1382341E+02    0.1460090E+00
   17    0.3692075E-04   -0.1230291E+00   -0.1165184E+03
   18    0.2715419E-05    0.4260651E+00   -0.2533450E-01
   19    0.3660690E-05   -0.2950430E+00    0.5879114E-02
   20    0.1109360E-05   -0.1958935E+01   -0.1638729E+01
   21    0.5675337E-06    0.8890526E+00   -0.2436984E+00
   22    0.1237139E-05   -0.1162797E+01    0.1147609E+00
   23    0.2919780E-06   -0.5774477E+00   -0.5596143E+01
   24    0.3245302E-07    0.9172019E+00    0.6550881E-01
   25    0.1619385E-07    0.4304404E+00    0.1599309E-01
   26    0.7930891E-08    0.1828303E+01   -0.3760965E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2234893E-01    0.1489917-308    0.6975637-309
    1    0.9714302E-01    0.6321331E-01    0.6975637-309
    2    0.1090396E+00    0.1701832E-01   -0.4520692E-01
    3    0.4615979E+00   -0.2185923E+03   -0.1088044E+01
    4    0.1318041E+02   -0.4152503E+02   -0.2012872E+02
    5    0.1412941E+01   -0.2301032E-01   -0.2069076E+04
    6    0.3931670E+00   -0.2526139E+00   -0.1222635E-01
    7    0.2854331E+01   -0.1309353E+02   -0.3441153E-01
    8    0.6975195E+00   -0.2088750E+00   -0.7131363E+02
    9    0.2719993E+00    0.5474381E+00   -0.7809850E-01
   10    0.1687150E+00    0.4782391E+00   -0.1332802E+00
   11    0.2387958E+00   -0.3281846E+00   -0.8005381E-01
   12    0.2680813E+00   -0.9436807E+00   -0.1244494E+01
   13    0.2172588E+00    0.1090518E+01   -0.1288563E+01
   14    0.2122017E+00    0.1809767E-01    0.1281449E+00
   15    0.8202933E+00   -0.6612957E+01   -0.7905706E+00
   16    0.6198426E+00   -0.1632369E+00   -0.2830180E+02
   17    0.7378662E-01    0.3404586E+00   -0.6481126E+00
   18    0.1042134E+00   -0.8505357E+00   -0.1127615E+00
   19    0.1724882E+02   -0.1214687E+03   -0.1894786E+01
   20    0.6453080E+02    0.4423435E+00    0.1077979E+04
   21    0.6612112E+00    0.2065117E-01   -0.1649700E+02
   22    0.7776180E+00    0.1921069E+01    0.4071595E-03
   23    0.3283876E+00    0.5659040E+00   -0.4344470E+01
   24    0.3676462E+00   -0.6088633E-01   -0.2833512E-01
   25    0.9538270E+00    0.5047060E+01   -0.1143829E+01
   26    0.1273551E+00    0.1745732E+00   -0.3351811E+02
   27    0.3239539E+00   -0.6461715E+00    0.5428322E-01
   28    0.6693695E-01   -0.4919705E+00   -0.2781319E+01
   29    0.5381155E-01    0.9514258E-01   -0.8013692E+00
   30    0.1453039E+00   -0.1131156E+01    0.1059420E+00
   31    0.2732210E+00   -0.2278251E+01   -0.2664931E+01
   32    0.1925794E+00   -0.5351958E+00   -0.7950640E+01
   33    0.9211370E-01    0.3466362E+00    0.3340656E+00
   34    0.1172882E+00    0.1212425E+01   -0.3169037E+00
   35    0.2704151E+00   -0.1150302E+01    0.1974243E+01
   36    0.8183578E+00    0.7650748E+01   -0.2657237E+01
   37    0.8641409E+00   -0.3626949E-01    0.8206128E+00
   38    0.1657475E+02   -0.1034270E+03   -0.9987145E+00
   39    0.8355423E+00   -0.7252434E-01   -0.1644978E+04
   40    0.2907978E+00    0.4699284E+00   -0.6016478E-02
   41    0.3106935E+00   -0.5060881E+00    0.3698609E+00
   42    0.3918703E+00    0.2034687E+00   -0.2772521E+01
   43    0.1256476E+01   -0.1110674E+01    0.1095479E+01
   44    0.1634316E+03   -0.2025371E+03   -0.1765227E+01
   45    0.1075706E+01   -0.5264948E-02   -0.3867846E+05
   46    0.2935107E+01   -0.1259060E+01    0.1553671E-04
   47    0.1762240E+01   -0.1007390E+01   -0.4723941E+01
   48    0.2874940E+01   -0.3822079E+00   -0.1812003E+00
   49    0.1354625E+01   -0.1260084E+00   -0.5785085E+01
   50    0.1133190E+01    0.4572233E+00    0.1224298E+00
   51    0.7524440E+01    0.3471884E+01   -0.2694744E+01
   52    0.4951861E+00   -0.1520831E+00    0.2890925E+02
   53    0.3704042E+00    0.6654938E+00   -0.5160056E-02
   54    0.2092136E+00    0.3019796E+00   -0.4565082E+00
   55    0.2221348E+00   -0.9205082E+00   -0.3436575E+00
   56    0.8629644E+00    0.7458458E+00   -0.1111387E+02
   57    0.1550876E+01   -0.2035027E+01    0.1286043E+01
   58    0.5805939E+01   -0.3904186E+01   -0.6590535E+01
   59    0.2888046E+01   -0.2380191E+00   -0.1157004E+02
   60    0.5394910E+00    0.5585297E+00   -0.2074566E+00
   61    0.4665178E+00    0.9461355E+00   -0.1616978E+00
   62    0.2774041E+00    0.5464434E+00   -0.5631762E+00
   63    0.2485276E+00    0.9864099E-01   -0.4576197E-01
   64    0.2245245E+00    0.4637942E+01   -0.7659318E+00
   65    0.5707023E-01    0.7852712E+00   -0.1851365E+01
   66    0.6844915E-01    0.4476342E+00   -0.4681798E+00
   67    0.9518339E-01   -0.1011704E+01    0.2190871E+00
   68    0.1295344E+00   -0.4153143E+00   -0.1600202E+02
   69    0.4092331E-01    0.2528021E+00    0.1064972E+01
   70    0.1508846E-01    0.4234272E+00   -0.9488894E-01
   71    0.3926189E-01    0.1597429E+01   -0.2023095E+00
   72    0.8085922E-02   -0.1108441E+00    0.1188544E+02
   73    0.7582369E-02    0.3450774E+00   -0.4687880E-02
   74    0.4548050E-02    0.1511942E+01   -0.4350842E+00
   75    0.1476702E-01   -0.1679791E+01    0.1702524E+01
   76    0.4921173E+00   -0.3162089E+02   -0.2419233E+01
   77    0.7115451E+00   -0.3866322E+00   -0.2141523E+03
   78    0.1820669E-01   -0.1161496E+00   -0.2071985E+01
   79    0.5097173E-01   -0.1804809E+01   -0.2408643E-02
   80    0.5038667E-01   -0.2103629E-01   -0.3150700E+01
   81    0.5381637E-02    0.7482940E+00   -0.1270230E+01
   82    0.6310448E-03    0.7437428E+00    0.2319995E-01
   83    0.2021551E-02    0.5946275E+00   -0.5561789E+00
   84    0.6869934E-02    0.5470973E+01    0.4253568E+00
   85    0.1101968E-02    0.2999345E+00   -0.8523542E+01
   86    0.2689106E-02    0.9054200E+00   -0.1405276E+00
   87    0.1036511E-02    0.1771029E+01    0.6297314E+00
   88    0.1008141E-02    0.4779168E+00   -0.2199726E+01
   89    0.6783158E-03    0.1568542E+01    0.6035589E-01
   90    0.1154434E-02   -0.1107574E+01   -0.1298863E+00
   91    0.6697142E-03   -0.1524282E-01   -0.7710589E+02
   92    0.9050579E-03    0.6502681E+00    0.1725044E-01
   93    0.1519633E-03   -0.4332257E+00    0.8007951E+01
   94    0.1660977E-03   -0.1133261E+01   -0.1096815E+00
   95    0.1448690E-02    0.8021650E+01   -0.9660053E+00
   96    0.6073431E-03    0.1386568E+00   -0.2319107E+02
   97    0.6825676E-03    0.1258177E+01   -0.1255581E+00
