    I     J        X             Y             P             U             V             T
    7     7   1.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8     7   1.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9     7   1.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10     7   2.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11     7   2.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12     7   2.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13     7   2.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14     7   3.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15     7   3.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16     7   3.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17     7   3.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   18     7   4.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19     7   4.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   20     7   4.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21     7   4.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22     7   5.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23     7   5.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24     7   5.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   25     7   5.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   26     7   6.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   27     7   6.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28     7   6.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   29     7   6.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30     7   7.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31     7   7.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32     7   7.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33     7   7.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34     7   8.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35     7   8.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
   36     7   8.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
   37     7   8.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38     7   9.12500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01873E+02
   39     7   9.37500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40     7   9.62500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41     7   9.87500E-03   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42     7   1.00000E-02   1.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1     8   0.00000E+00   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2     8   1.25000E-04   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3     8   3.75000E-04   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4     8   6.25000E-04   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5     8   8.75000E-04   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6     8   1.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7     8   1.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8     8   1.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9     8   1.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10     8   2.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11     8   2.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12     8   2.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13     8   2.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14     8   3.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15     8   3.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16     8   3.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17     8   3.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18     8   4.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19     8   4.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20     8   4.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21     8   4.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22     8   5.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23     8   5.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24     8   5.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25     8   5.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26     8   6.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27     8   6.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28     8   6.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29     8   6.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30     8   7.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31     8   7.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32     8   7.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33     8   7.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34     8   8.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35     8   8.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36     8   8.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37     8   8.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38     8   9.12500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39     8   9.37500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40     8   9.62500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41     8   9.87500E-03   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42     8   1.00000E-02   1.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1     9   0.00000E+00   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2     9   1.25000E-04   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3     9   3.75000E-04   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4     9   6.25000E-04   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5     9   8.75000E-04   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6     9   1.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7     9   1.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8     9   1.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9     9   1.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10     9   2.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11     9   2.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12     9   2.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13     9   2.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14     9   3.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15     9   3.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16     9   3.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17     9   3.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18     9   4.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19     9   4.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20     9   4.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21     9   4.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22     9   5.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23     9   5.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24     9   5.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25     9   5.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26     9   6.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27     9   6.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28     9   6.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29     9   6.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30     9   7.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31     9   7.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32     9   7.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33     9   7.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34     9   8.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35     9   8.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
   36     9   8.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
   37     9   8.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38     9   9.12500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39     9   9.37500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40     9   9.62500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41     9   9.87500E-03   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42     9   1.00000E-02   1.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    10   0.00000E+00   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    10   1.25000E-04   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    10   3.75000E-04   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    10   6.25000E-04   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    10   8.75000E-04   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    10   1.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    10   1.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    10   1.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    10   1.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    10   2.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    10   2.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    10   2.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    10   2.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    10   3.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    10   3.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    10   3.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    10   3.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    10   4.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    10   4.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    10   4.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    10   4.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    10   5.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    10   5.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    10   5.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    10   5.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    10   6.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    10   6.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    10   6.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    10   6.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    10   7.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    10   7.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    10   7.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    10   7.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    10   8.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    10   8.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    10   8.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    10   8.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    10   9.12500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    10   9.37500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    10   9.62500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    10   9.87500E-03   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    10   1.00000E-02   2.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    11   0.00000E+00   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    11   1.25000E-04   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    11   3.75000E-04   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    11   6.25000E-04   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    11   8.75000E-04   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    11   1.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    11   1.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8    11   1.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    11   1.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    11   2.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    11   2.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    11   2.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    11   2.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    11   3.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    11   3.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    11   3.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    11   3.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    11   4.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19    11   4.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    11   4.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    11   4.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    11   5.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    11   5.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24    11   5.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    11   5.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    11   6.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    11   6.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    11   6.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    11   6.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30    11   7.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    11   7.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    11   7.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    11   7.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   34    11   8.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    11   8.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
   36    11   8.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
   37    11   8.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    11   9.12500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    11   9.37500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    11   9.62500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    11   9.87500E-03   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    11   1.00000E-02   2.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    12   0.00000E+00   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    12   1.25000E-04   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    12   3.75000E-04   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    12   6.25000E-04   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    12   8.75000E-04   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    12   1.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    12   1.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    12   1.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    12   1.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    12   2.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    12   2.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    12   2.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    12   2.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    12   3.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    12   3.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    12   3.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    12   3.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    12   4.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    12   4.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    12   4.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   21    12   4.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    12   5.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    12   5.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    12   5.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    12   5.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    12   6.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    12   6.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    12   6.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    12   6.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    12   7.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94503E+02
   31    12   7.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94850E+02
   32    12   7.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    12   7.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    12   8.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    12   8.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    12   8.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    12   8.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    12   9.12500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    12   9.37500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
   40    12   9.62500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    12   9.87500E-03   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    12   1.00000E-02   2.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    13   0.00000E+00   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    13   1.25000E-04   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    13   3.75000E-04   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    13   6.25000E-04   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    13   8.75000E-04   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    13   1.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    13   1.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8    13   1.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    13   1.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    13   2.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    13   2.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    13   2.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    13   2.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    13   3.12500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    13   3.37500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    13   3.62500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    13   3.87500E-03   2.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
