    I     J        X             Y             P             U             V             T
   29    19   6.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    19   7.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    19   7.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    19   7.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    19   7.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    19   8.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    19   8.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    19   8.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    19   8.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    19   9.12500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    19   9.37500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    19   9.62500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    19   9.87500E-03   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    19   1.00000E-02   4.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    20   0.00000E+00   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    20   1.25000E-04   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    20   3.75000E-04   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    20   6.25000E-04   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    20   8.75000E-04   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    20   1.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    20   1.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8    20   1.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
    9    20   1.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    20   2.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   11    20   2.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    20   2.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    20   2.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    20   3.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    20   3.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   16    20   3.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    20   3.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   18    20   4.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19    20   4.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   20    20   4.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    20   4.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    20   5.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    20   5.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24    20   5.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   25    20   5.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   26    20   6.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   27    20   6.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    20   6.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   29    20   6.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30    20   7.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    20   7.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    20   7.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95290E+02
   33    20   7.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    20   8.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    20   8.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    20   8.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    20   8.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    20   9.12500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    20   9.37500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    20   9.62500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    20   9.87500E-03   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    20   1.00000E-02   4.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    21   0.00000E+00   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    21   1.25000E-04   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    21   3.75000E-04   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    21   6.25000E-04   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    21   8.75000E-04   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    21   1.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    21   1.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    21   1.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    21   1.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    21   2.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    21   2.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    21   2.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    21   2.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    21   3.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    21   3.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    21   3.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    21   3.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    21   4.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    21   4.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    21   4.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    21   4.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    21   5.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    21   5.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    21   5.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    21   5.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    21   6.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    21   6.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    21   6.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    21   6.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    21   7.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    21   7.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    21   7.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    21   7.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    21   8.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    21   8.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    21   8.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    21   8.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    21   9.12500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    21   9.37500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    21   9.62500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    21   9.87500E-03   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    21   1.00000E-02   4.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    22   0.00000E+00   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    22   1.25000E-04   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    22   3.75000E-04   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    22   6.25000E-04   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    22   8.75000E-04   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    22   1.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    22   1.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8    22   1.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
    9    22   1.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    22   2.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   11    22   2.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    22   2.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    22   2.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    22   3.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    22   3.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   16    22   3.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    22   3.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   18    22   4.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19    22   4.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   20    22   4.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    22   4.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    22   5.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    22   5.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24    22   5.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   25    22   5.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   26    22   6.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   27    22   6.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    22   6.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   29    22   6.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30    22   7.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    22   7.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    22   7.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95290E+02
   33    22   7.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    22   8.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    22   8.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    22   8.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    22   8.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    22   9.12500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    22   9.37500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    22   9.62500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    22   9.87500E-03   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    22   1.00000E-02   5.12500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    23   0.00000E+00   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    23   1.25000E-04   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    23   3.75000E-04   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    23   6.25000E-04   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    23   8.75000E-04   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    23   1.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    23   1.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    23   1.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    23   1.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    23   2.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    23   2.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    23   2.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    23   2.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    23   3.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    23   3.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    23   3.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    23   3.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    23   4.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    23   4.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    23   4.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    23   4.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    23   5.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    23   5.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    23   5.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    23   5.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    23   6.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    23   6.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    23   6.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    23   6.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    23   7.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    23   7.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    23   7.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    23   7.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    23   8.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    23   8.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    23   8.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    23   8.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    23   9.12500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    23   9.37500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    23   9.62500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    23   9.87500E-03   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    23   1.00000E-02   5.37500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    24   0.00000E+00   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    24   1.25000E-04   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    24   3.75000E-04   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    24   6.25000E-04   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    24   8.75000E-04   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    24   1.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    24   1.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98603E+02
    8    24   1.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97463E+02
    9    24   1.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    24   2.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95852E+02
   11    24   2.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    24   2.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    24   2.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    24   3.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    24   3.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   16    24   3.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    24   3.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   18    24   4.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   19    24   4.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   20    24   4.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    24   4.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    24   5.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    24   5.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   24    24   5.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93573E+02
   25    24   5.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93638E+02
   26    24   6.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93730E+02
   27    24   6.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    24   6.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   29    24   6.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   30    24   7.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    24   7.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    24   7.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95290E+02
   33    24   7.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    24   8.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    24   8.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    24   8.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    24   8.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00045E+02
   38    24   9.12500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    24   9.37500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
   40    24   9.62500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
   41    24   9.87500E-03   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
   42    24   1.00000E-02   5.62500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    1    25   0.00000E+00   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.13150E+02
    2    25   1.25000E-04   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.10809E+02
    3    25   3.75000E-04   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.07108E+02
    4    25   6.25000E-04   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04184E+02
    5    25   8.75000E-04   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
    6    25   1.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
    7    25   1.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
    8    25   1.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
    9    25   1.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   10    25   2.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   11    25   2.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   12    25   2.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   13    25   2.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   14    25   3.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94230E+02
   15    25   3.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94018E+02
   16    25   3.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   17    25   3.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   18    25   4.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   19    25   4.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   20    25   4.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93532E+02
   21    25   4.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   22    25   5.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93512E+02
   23    25   5.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93533E+02
   24    25   5.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93574E+02
   25    25   5.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93639E+02
   26    25   6.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93731E+02
   27    25   6.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.93855E+02
   28    25   6.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94019E+02
   29    25   6.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94231E+02
   30    25   7.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94502E+02
   31    25   7.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.94849E+02
   32    25   7.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95291E+02
   33    25   7.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.95851E+02
   34    25   8.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.96562E+02
   35    25   8.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.97462E+02
   36    25   8.62500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   2.98602E+02
   37    25   8.87500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.00046E+02
   38    25   9.12500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.01872E+02
   39    25   9.37500E-03   5.87500E-02   0.00000E+00   0.00000E+00   0.00000E+00   3.04183E+02
